,Class Index,Description
11366,1,"AP - A top Russian official acknowledged Thursday what many citizens already suspected  #151; that terrorism was the most likely cause of two jetliners crashing minutes apart, a feeling reflected in a newspaper headline warning that ""Russia now has a Sept. 11."""
11367,2,Reuters - Sammy Sosa grabbed his 568th career\homer and Aramis Ramirez followed up with another third-inning\blast to guide the Chicago Cubs to an 8-3 win over the Houston\Astros in the National League (NL) Thursday.
11368,1,"AP - Iraq's top Shiite cleric, Grand Ayatollah Ali al-Sistani, made a dramatic return to Najaf on Thursday and swiftly won agreement from a rebel cleric and the government to end three weeks of fighting between his militia and U.S.-Iraqi forces."
11369,2,NEW YORK (Reuters) - Sammy Sosa grabbed his 568th career  homer and Aramis Ramirez followed up with another third-inning  blast to guide the Chicago Cubs to an 8-3 win over the Houston  Astros in the National League (NL) Thursday.
11370,2,"Glen Sather, the Rangers' president and general manager, addressed one of the team's glaring weaknesses, signing unrestricted free-agent goaltender Kevin Weekes."
11371,1,Pakistan's parliament is expected on Friday to vote for outgoing Finance Minister Shaukat Aziz as  prime minister.
11372,4,roundup Plus: Cisco reports access control server flaws...Toshiba tinkers with Wi-Fi for TV...Music promoter offers concert downloads.
11373,3," TOKYO (Reuters) - The yen fell against the dollar on Friday  following a surprise rise in Japan's unemployment rate, but it  quickly recovered as traders turned their attention to an  upcoming speech from the Federal Reserve chief and U.S. growth  data."
11374,1,"Reuters - President Bush, who is getting\higher marks for his handling of the war on terrorism, holds a\slight lead over Democratic challenger John Kerry, according to\an NBC News/Wall Street Journal poll released on Thursday."
11375,1," UNITED NATIONS (Reuters) - U.N. measures aimed at crippling  al Qaeda have had little impact on the threat of terrorism and  need to be tightened, a panel of outside experts reported on  Thursday."
11376,4,"AP - NASA's redesigned space shuttle fuel tanks should no longer shed dangerous pieces of foam when launches resume next spring, officials said Thursday."
11377,4,"Reuters - Revenge feels sweet, and Swiss\researchers said on Thursday they have the brain scans to prove\it."
11378,3,"TD Bank has reported  quot;solid, broad-based results quot; with a 17 per cent rise in quarterly earnings and a dividend increase - along with a \$3."
11379,3,_ Bank of New York has filed a lawsuit accusing Citibank and its parent company of a  quot;massive scheme of deception quot; designed to hide the failing finances of the bankrupt energy giant Enron while making billions of dollars for itself.
11380,3,"National Foods Ltd., Australia #39;s biggest fresh milk supplier, increased second-half profit by 12 percent after selling more specialty cheeses and gourmet foods."
11381,4,"PARIS (AFP) - A German man has been able to eat his first solid meal in nine years, thanks to a pioneering surgical technique in which the patient incubated a replacement jawbone in a muscle on his back."
11382,4,US scientists have pinpointed a new set of predators responsible for dwindling fish stocks - people who fish for fun. They report online in the journal Science today that recreational fishermen catch almost 
11383,4,IBM acquires software developer Venetica to pump up the content-handling capabilities of its DB2 platform. By Paul McDougall and Rick Whiting.
11384,4,"The government will take over from the airlines responsibility for checking passenger names against terrorism watch lists and will begin testing its system within two months, the "
11385,2,"ATHENS: The Netherlands and Australia flew through to the Olympic mens hockey finals on Wednesday, setting up the chance for the Dutch to win a third gold in a row and for the Aussies to win their first ever title."
11386,2,ATHENS -- Trojan hurdler Felix Sanchez of the Dominican Republic won the gold medal in the 400-meter hurdle today (Aug. 26) at the 2004 Athens Olympics.
11387,1,"With public attention focused elsewhere, the Bush administration is letting Middle East peace hopes disappear. Israelis rightly complain that peace requires a partner, a role that Yasser Arafat has been pathetically incapable of filling so far."
11388,1,"Two explosions rocked Thailand #39;s troubled southern region Thursday, killing one person and injuring as many as two dozen others."
11389,1,The Bangladeshi government Thursday decided to seek help from International Criminal Police Organization (Interpol) to investigate the Aug. 21 grenade attackon opposition
11390,2,"AP - On the eve of Kobe Bryant's rape trial, a frustrated judge chastised prosecutors Thursday for waiting until the last minute to challenge DNA evidence the defense says shows the accuser had sex with someone else hours after her encounter with the NBA star."
11391,4,"AP - The University of Maryland business school plans to give Blackberry wireless devices to all full-time MBA students this fall, an effort to make students technologically savvy and aware that a key to business is being able to access people and information at all times."
11392,3,SAN FRANCISCO (CBS.MW) -- AirTran (AAI) said late Thursday it regrets that its flight attendants rejected an agreement negotiated by a private mediator last week.
11393,3,DAIRY company National Foods expects continuing growth after today reporting a 14 per cent rise in net profit to \$68.66 million for 2003/04.
11394,4,"Chief information officers in the United States are still taking a  quot;measured approach to hiring, quot; according to a report released Thursday by staffing company Robert Half Technology."
11395,4,"Sri Lanka Telecom (SLT) has restored fully the internet services pertaining to its dial up internet, dedicated to internet, ADSL and e-mail services, a news release from Sri Lanka Telecom said."
11396,3,"Krispy Kreme, which wowed Wall Street with a hot old-economy growth story when it went public, has lost more than two-thirds of its value since it peaked a year ago."
11397,3,"The new regulatory body for the auditing industry said that its inspections of the Big Four accounting firms had found ""significant audit and accounting issues."""
11398,3,The Toronto-Dominion Bank cautiously entered the United States consumer banking market with a \$3.8 billion deal to acquire 51 percent of the Banknorth Group of Maine.
11399,3,"MELBOURNE (Dow Jones)--Australian dairy company National Foods Ltd. (NFD.AU) reported Friday a net profit of A\$68.7 million for the year ended June 30, up 14 from A\$60."
11400,3,"Allen Lew, managing director of SingTel Optus Pty #39;s mobile unit, and Andy Reeves, chief technology officer at Vodafone Group Plc #39;s Australian unit, speak on a teleconference from Sydney"
11401,3,"PARIS, Aug 26 (AFP) - Vivendi Universal will create 2,100 jobs over five years as part of a deal agreed with the French government allowing the French media and communications group to book tax credits under a new regime, the finance ministry said Thursday"
11402,3,"Sears Canada Inc., which has struggled with declining sales over the past few years, said Thursday it fired chairman and chief executive officer Mark Cohen because of strategic differences over the future direction of the business."
11403,3,"COLLEGE PARK, Md. -- The University of Maryland business school plans to give Blackberry wireless devices to all full-time MBA students this fall, an effort to make students technologically savvy and aware "
11404,3,"Japan #39;s Yokogawa Electric said it planned to hire 2,000 engineers in Singapore by 2010, a newspaper report said Friday. The push will be backed by investment of US\$100 million (euro 82."
11405,4,A German who had his lower jaw cut out because of cancer has enjoyed his first meal in nine years - a bratwurst sandwich -fter surgeons grew a new jaw bone in his back muscle and transplanted it to his mouth in what experts call an ambitious 
11406,4,"The Transportation Security Administration today took the wraps off the Secure Flight passenger prescreening program, which it seeks to build as a replacement for the Computer Assisted Passenger Prescreening Program that airlines use to keep suspect "
11407,2,"Konstandinos Kederis relinquished his Olympic 200m title in absentia here yesterday - but it was almost as if the stadium was filled with his angry spirit as the 70,000 crowd jeered"
11408,2,Corey Pavin sank seven birdies and matched his career low with an 8-under-par 62 for a three-stroke lead at the inaugural Buick Championship on Thursday.
11409,2,Uefa says it will look at Chelsea owner Roman Abramovich #39;s links to CSKA Moscow after the clubs were drawn together in the Champions League.
11410,2,"These are three innocent sprinters, sharing a baton and their medal hopes with Marion Jones, knowing she could take them all down with one horrific lie."
11411,2,"FORMER US tennis star Roscoe Tanner has been arrested for allegedly failing to pay child support, an Orange County sheriff #39;s official said."
11412,1,The al-Jazeera television channel reports that militants in Iraq have killed their Italian hostage. The Arabic broadcaster says it received a videotape from the militant group calling itself the Islamic Army 
11413,1,British police Thursday arrested radical Muslim cleric Abu Hamza al-Masri under the Terrorism Actat a prison in southeast London where the cleric was already jailed under a US extradition warrant.
11414,2,"AP - Defending Pilot Pen champion Jennifer Capriati was upset Thursday, losing 6-4, 7-5 to eighth-seeded Nathalie Dechy."
11415,4,AP - Japan's anti-monopoly agency raided several top record companies Thursday on suspicion they illegally blocked other firms from offering music ringtone services to mobile phone users.
11416,1,"Canadian Press - GAUHATI, India (AP) - Residents of northeastern India were bracing for more violence Friday, a day after bombs ripped through two buses and a grenade was hurled into a crowded market in attacks that killed four people and wounded 54."
11417,3,Chicago Public Library Commissioner Mary Dempsey rolled out free wireless Internet connections at the main Harold Washington Library Center and 76 branches.
11418,1,WASHINGTON - The White House has drafted executive orders aimed at implementing the Sept. 11 commission's recommendations for a more powerful intelligence director and a new national counterterrorism center...
11419,3,ISLAMABAD: Indian economists are showing concern over the prolong truckers #39; countrywide strike which is causing shortage of essential commodities.
11420,3,"Arnold Schwarzenegger, the governor of California, has devised a novel way of raising funds for the cash-strapped state - a giant car boot sale."
11421,3,"MELBOURNE (Dow Jones)--Australian dairy company National Foods Ltd. (NFD.AU) said Friday that it plans to launch at least 80 new products over the next 12 months, compared with the annual average of less than 20."
11422,2,Karam Ibrahim of Egypt clinched the gold in wrestling men #39;s Greco-Roman 96kg category at the Athens Olympics on August 26 by defeating Ramaz Nozadze of Georgia 12-1.
11423,2,"Already the revelation of the Olympic boxing tournament, Amir Khan can only improve and might become one of the sport #39;s greatest names, the Briton #39;s coach says."
11424,1,"27 August 2004 -- A deal has been reached to end three weeks of unrest in the Iraqi holy city of Al-Najaf when Iraq #39;s top Shi #39;ite cleric, Grand Ayatollah Ali al-Sistani, reached an agreement with radical cleric Muqtada al-Sadr."
11425,1,"GAZA CITY : An Al-Aqsa Martyrs #39; Brigades militant was killed and two other Palestinians were wounded in an explosion in Gaza City #39;s eastern Shejaya neighborhood, Palestinian security sources told AFP."
11426,1,"A sabotage attack on a cluster of about 20 oil pipelines in southern Iraq has cut exports from the key oil-producing region by half, a leading oil official said yesterday."
11427,1,"Toronto police shot and killed a man who was holding a woman hostage in the city #39;s business core on Wednesday, ending a standoff that brought morning rush-hour traffic to a gridlocked standstill."
11428,3,"Oil prices rose off three-month lows yesterday, after an attack on the US consulate in Saudi Arabia and reports of an OPEC pledge to raise its minimum price target."
11429,2,"AP - Bronson Arroyo gave the surging Boston Red Sox another strong start, allowing six hits in 7 1-3 innings in a 4-1 win over the Detroit Tigers on Thursday night."
11430,4,"PC World - DOJ announces arrests, convictions for online fraud and other Net-related crimes."
11431,4,"Ziff Davis - Opinion: With security holes to the left of us and program incompatibilities to the right, SP2 is giving corporate IT departments more reasons than ever to consider a move to Linux desktops."
11432,4,Ziff Davis - The long wait for a decision in the government's antitrust trial against Oracle has prompted the company to extend the deadline yet again for its  #36;7.7 billion attempted buyout of PeopleSoft.
11433,1,"AP - Democrat John Kerry on Thursday lashed out at ""the lie that's been put out there"" about his Vietnam War service as Republicans and Democrats fiercely debated his military record, sensing a political advantage in keeping the issue alive."
11434,1,"AP - Democratic vice presidential candidate John Edwards took President Bush and Vice President Dick Cheney to task Thursday on gay marriage, poverty, and other issues, using unusually harsh words at a forum that included undecided voters."
11435,3,"Johnson  amp; Johnson is in advanced talks to buy cardiovascular device maker Guidant Corp. for more than \$24 billion, a newspaper report said Tuesday."
11436,3," TOKYO (Reuters) - Japan's Nikkei average moved in a tight  range until late morning trade on Friday, underpinned by solid  gains in stocks dependent on domestic business, such as Kao  Corp."
11437,2,"COMMACK, New York (Reuters) - Second seed Lleyton Hewitt  continued his excellent build-up to next week's U.S. Open when  a 6-1, 6-4 win over Frenchman Michael Llodra Thursday put him  in the quarter-finals of the \$380,000 Long Island Cup."
11438,2,"The Americans' passion and ruggedness came out of nowhere, just as Stephon Marbury's 31 points did in a 102-94 quarterfinal victory over Spain."
11439,2,Mike Williams learned Thursday that the N.C.A.A. had denied his request for reinstatement because of questions concerning his academic eligibility and amateur status.
11440,3,"Blending technology and education, the University of Maryland #39;s business school will arm its MBA students with Nextel BlackBerry 7510s."
11441,1,"DAKAR, 26 Aug 2004 (IRIN) - Hit by power cuts and administrative hitches, the Darfur peace talks in the Nigerian capital Abuja made slow progress on Thursday, a spokesman for the African Union (AU) which is sponsoring the negotiations said."
11442,1,"Residents of northeastern India were bracing for more violence Friday, a day after bombs ripped through two buses and a grenade was hurled into a crowded market in attacks that killed four people and wounded 54."
11443,4,Two Montgomery County Council members who supported a campaign by employees of Comcast Cable Communications to form a union have been subpoenaed by company attorneys in a federal labor relations case involving a Rockville man who says he was illegally fired by the firm.
11444,4,"DOJ announces arrests, convictions for online fraud and other Net-related crimes."
11445,3,Singapore Telecommunications Ltd and Vodafone Group Plc have agreed to build a high-speed wireless phone network in Australia through their local 
11446,3,"WASHINGTON, Aug. 28, 2004 (SmartPros) The Public Company Accounting Oversight Board on Thursday revealed findings from a six-month investigation of the nation #39;s Big Four accounting firms."
11447,3,"Oracle extended its \$7.7 billion tender offer for all outstanding shares of PeopleSoft yet again on Thursday, as it waits for US District Court Judge Vaughn Walker to issue a decision in an antitrust lawsuit that aims to permanently block the buyout."
11448,4,"Intel announced a new tri-mode wireless module (supporting IEEE standards 802.11a, b and g) for notebooks based on Intel Centrino mobile technology."
11449,4,Some wireless gadgets pump music from a computer to a stereo or TV. Others take a broadband connection and make it available to any PC within range.
11450,2,"Jennifer Capriati #39;s preparations for next week #39;s US Open were dealt a body blow when she lost 6-4 7-5 to eighth seed Nathalie Dechy of France in the quarter-finals of the \$585,000 New Haven Open on Thursday."
11451,1,The Palestinian leadership has announced a three-point programme of non-violent resistance in an attempt to wrest the diplomatic initiative from Israel.
11452,1,The former Chilean dictator Augusto Pinochet yesterday lost what could be the final round in his tortuous struggle to avoid prosecution for human rights abuses.
11453,2,"AP - ATHENS, Greece  #151; For two weeks in Greece, they were mostly missing in action: Marion Jones and the U.S. boxing team."
11454,1,"washingtonpost.com - BRUSSELS, Aug. 26 -- The United States will have to wait until next year to see its fight with the European Union over biotech foods resolved, as the World Trade Organization agreed to an E.U. request to bring scientists into the debate, officials said Thursday."
11455,1,AFP - Australian authorities have cancelled the passports of three Sydney men who allegedly underwent guerrilla training with a radical Islamic group linked to Al-Qaeda.
11456,2,AP - Jose Maria Canizares birdied his last hole to complete a 5-under-par 67 and share the first-round lead with Bruce Summerhays and Vicente Fernandez at the Tradition on Thursday.
11457,3,"Initial reviews of the nation's largest accounting firms have turned up numerous rule violations and shoddy recordkeeping practices, as regulators embarked on a new effort to regularly examine auditors' work."
11458,3,"LONDON, December 7 (newratings.com) - Wal-Mart Stores (WMT.NYS) announced yesterday that its Vice Chairman, Thomas Coughlin, would retire on January 24, 2005, after having served the company for 25 years."
11459,3,"Dutch food retailer Royal Ahold NV said income from its U.S. retail operations plunged 30 percent in the second quarter, blaming sluggish performance at Giant Food and Stop   Shop Stores, its two biggest American chains."
11460,3,"The nation's top bank regulator asked examiners to avoid going to work for banks they supervise for at least a year after leaving the government, but acknowledged he lacks the authority to make such a restriction mandatory."
11461,3,State-owned broadcaster MediaCorp and Singapore Press Holdings Ltd. said Tuesday that they will shut down an English language channel and lay off more than 200 employees ahead of a merger of their mass market TV and free newspaper operations.
11462,3,"NEW YORK, Aug. 26 -- Drugmaker GlaxoSmithKline agreed Thursday to settle charges that it hid and misrepresented unfavorable data about the effectiveness and safety of its top-selling anti-depressant Paxil for children and adolescents, agreeing to post all clinical trial data on its drugs by the end of 2005."
11463,3,"NEW YORK, Aug. 26 -- Wall Street passed a significant milestone on Thursday, as two investment banks agreed to pay a combined \$100 million to settle charges that they published overly bullish research reports on questionable companies to win their investment banking business."
11464,3, Two Montgomery County Council members who supported a campaign by employees of Comcast Cable Communications to form a union have been subpoenaed by company attorneys in a federal labor relations case involving a Rockville man who says he was illegally fired by the firm.
11465,1,"AP - Police arrested a radical Muslim cleric Thursday on suspicion of preparing or instigating ""acts of terrorism,"" a move that could delay U.S. attempts to extradite the suspect for allegedly trying to establish a terrorist training camp in Oregon and on other charges."
11466,3,"TOKYO (Reuters) - Japan's Nikkei average rose 0.39 percent  by midsession on Friday, bolstered by solid gains in stocks  dependent on domestic business such as Kao Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=4452.T target=/stocks/quickinfo/fullquote""&gt;4452.T&lt;/A&gt;."
11467,2,"AP - Carl Everett homered and drove in four runs, leading the Chicago White Sox to a 14-9 victory over the fading Cleveland Indians on Thursday night."
11468,1,The deal calls for the withdrawal of Moktada al-Sadr's fighters from the Imam Ali shrine and a pullback of U.S. forces.
11469,3,LONDON: World oil prices fell strongly yesterday for the second day running as worries over supply disruptions eased with traders claiming overnight pipeline attacks in major producer Iraq were unlikely to affect the country #39;s crude exports.
11470,3,"NEW DELHI: India #39;s parliament passed the annual budget yesterday as opposition lawmakers boycotted the vote, accusing the country #39;s premier of insulting them after they refused to debate the spending bill."
11471,3,"Initial reviews of the nation #39;s largest accounting firms have turned up numerous rule violations and shoddy recordkeeping practices, as regulators embarked on a new effort to regularly examine auditors #39; work."
11472,3,Drugmaker GlaxoSmithKline agreed Thursday to settle charges that it hid and misrepresented unfavorable data about the effectiveness and safety of its top-selling anti 
11473,3,"The Organization of Petroleum Exporting Countries (OPEC) expects to find a solution with non-OPEC members and oil companies to jointly stabilize oil prices at their meeting next month, OPEC president Purnomo Yusgiantoro said."
11474,3,"Business software maker Oracle Corp. (ORCL.O: Quote, Profile, Research) said on Thursday it is extending again its hostile tender offer for all of the common stock of PeopleSoft Inc."
11475,4,"Ashcroft takes federal enforcement action taken against criminal copyright piracy on peer-to-peer networks. Attorney General John Ashcroft, Assistant Attorney General Christopher A. Wray, and US Attorney for "
11476,2,"A relaxed buildup, out of the spotlight, has been the key to Hamish Carter #39;s Olympic success. Carter led home a New Zealand gold and silver finish in the men #39;s triathlon on Thursday night, beating home teammate Bevan Docherty."
11477,2,Peter O #39;Malley is determined to take advantage of the distraction of the Ryder Cup after posting a five under par 67 on the first day of the BMW International Open in Munich.
11478,2,"MICHAEL SCHUMACHER is back at his favourite race to claim a title demoralised opponents conceded to him months ago, an unprecedented seventh F1 crown."
11479,2,"Alex Rodriguez finally came through in the clutch, hitting a go-ahead single in the ninth inning to help the New York Yankees rally past the Toronto Blue Jays 7-4 Thursday night."
11480,1,Aides to the country #39;s most powerful Shiite leader said they had reached a tentative agreement on Thursday to end the three-week siege in this holy
11481,1,"The Iraqi kidnappers of Italian journalist Enzo Baldoni killed him because Italy refused to heed their earlier deadline to withdraw troops from Iraq, says Al Jazeera television."
11482,1,"Insurgents attacked eight oil pipelines in southern Iraq late Wednesday, temporarily slowing production of the country #39;s most important export on Thursday, according to"
11483,3,"The number of people without health insurance rose by 1.4 million, to a record 45 million last year, amid rising costs for coverage."
11484,3,"Hong Kong, December 7: China #39;s largest personal computer maker, Lenovo Group Ltd, could announce as early as Tuesday that it is buying control of IBM #39;s PC-making business for up to US\$2 billion, a source familiar with the situation said."
11485,3,SMITHFIELD Pork processor Smithfield Foods Inc. said yesterday that net income in the first quarter more than doubled as improved profitability in hog production and strong results in pork offset lower beef earnings.
11486,3,"Mortgage rates rose this week, although 30-year mortgages were still below the 6 percent level for a fourth week, Freddie Mac said Thursday."
11487,4,"Fishermen are famed for overstating the size of their catches, but science has found an instance in which anglers have apparently underestimated their prowess."
11488,4,"Doctors in Germany have rebuilt a man #39;s face after growing a new jaw on his back, it has been revealed. By the fourth week after receiving the pioneering transplant, the patient was able to enjoy his first solid meal for nine years."
11489,4,"IBM #39;s intent to purchase Venetica Corp., which it announced on Thursday, is the latest gambit to prove that the Armonk, NY, company is dead serious about ruling the content integration market."
11490,4,"The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way. by Anonymous Coward on Thursday August 26, 10:48PM (#10084803)."
11491,2,Gymnast Paul Hamm became the first-ever American to win the men #39;s all-around title in one of the closest-ever Olympic competitions.
11492,3, SINGAPORE (Reuters) - Asian shares struggled to break above  the flat line on Friday as dour economic reports in Japan and  South Korea followed lackluster trading in U.S. markets to cap  gains.
11493,2,"After months of legal wrangling, the case of &lt;em&gt;People v. Kobe Bean Bryant&lt;/em&gt; commences on Friday in Eagle, Colo., with testimony set to begin next month."
11494,2,"LaVar Arrington, Washington D.C.'s most popular athlete, has endeared himself to the area with a hard-hitting style of linebacking and a soft touch with the fans."
11495,2,U-Va.'s fifth-year senior safety Marquis Weeks drives the Cavaliers defense confidently from his strong safety position.
11496,1,WASHINGTON - The White House has drafted executive orders aimed at implementing the Sept. 11 commission's recommendations for a more powerful intelligence director and a new national counterterrorism center...
11497,2,Ralph Friedgen yesterday named Joel Statham his starting quarterback to open the season but conceded that all of Maryland's quarterbacks are struggling.
11498,2,"The NHL blasted the NHLPA on Thursday for turning the last two days of contract negotiations into a ""charade"" as the sides try to reach a labor agreement with a Sept. 15 deadline looming."
11499,2,A second hole eagle allowed Corey Pavin to card an eight-under-par first round of 62 in the PGA Buick Championship and open up a three shot lead.
11500,2,"The NCAA refused to reinstate Southern California All-American Mike Williams on Thursday, leaving the star receiver unable to rejoin the top-ranked Trojans after being shut out of the NFL draft by the courts."
11501,2,"The way Alex Rodriguez jumped out of the batter #39;s box in the ninth inning last night, he looked as happy as a little leaguer after his first big hit."
11502,4,"The cases, involving credit card fraud, corporate espionage and other offenses, are part of what the Justice Department calls Operation Web Snare."
11503,4,"Oracle said that it had extended its hostile tender offer for PeopleSoft to Sept. 10, as it awaits a ruling on whether the takeover attempt can proceed."
11504,4,A downgrading of several semiconductor companies by a brokerage firm put technology shares under pressure on Thursday.
11505,4,"Is the Segway  a futuristic, two-wheeled, self-balancing ""human transporter""  headed for the golf course?"
11506,1,AFP - The World Bank unveiled plans to lend up to 12 billion dollars to India under a fresh four-year program beginning in 2005 to alleviate poverty in the world's second most populous nation.
11507,3,"Making the minivan hip would be an Olympian feat, but the pragmatic advantage of vans was underscored in statistics that showed them to be safer than cars."
11508,2,The Phoenix Coyotes signed free-agent center Petr Nedved and traded center Daymond Langkow to the Calgary Flames for two players on Thursday.
11509,3,"SAN FRANCISCO (CBS.MW) - Among the companies whose shares are likely to see active trading on Friday are Hewlett-Packard (HPQ: news, chart, profile) and Delta (DAL: news, chart, profile)."
11510,3,"Australia #39;s biggest supplier of fresh milk, National Foods, has posted a net profit of \$68.7 million, an increase of 14 per cent on last financial year."
11511,4,"The Justice Department announced Thursday that more than 150 people had been arrested, charged or convicted in the last three months in a wide-ranging sweep of criminal activity on the Internet."
11512,4,"A year after investigators concluded that the space shuttle Columbia was lost because of a damaged wing and a flawed approach to safety at NASA, agency officials said "
11513,2,"It was splashed on the front page of Greece #39;s mass-circulation To Vima, a left-leaning daily newspaper:  quot;Muslim blessing for the Athens Games."
11514,2,"Ottawa, ON (Sports Network) - The negotiations to save the National Hockey League from a work stoppage seemed to take a turn for the worse on Thursday."
11515,1,"ISLAMABAD: Chaudhry Shujaat Hussain, former prime minister and president of the Pakistan Muslim League, on Thursday said optimistically that after becoming the countrys prime minister Shaukat Aziz would turn Pakistan into a robust economic power."
11516,4,Reuters - Hewlett-Packard Co. (HPQ.N) on\Friday will unveil a range of products including its version of\the iPod digital music player that raises the stakes in a war\between PC and electronics makers for a spot in increasingly\digitized living rooms.
11517,1,AP - Bulldozers and rescue crews on Friday scraped away at the dirt and boulders that officials said buried as many as 15 people in a northern Taiwanese village ravaged by Typhoon Aere before it spun toward China.
11518,1,Thousands of Iraqis walk through Najaf to the city's great shrine as a peace deal takes effect.
11519,3,Reuters - Asian shares struggled to break above\the flat line on Friday as dour economic reports in Japan and\South Korea followed lackluster trading in U.S. markets to cap\gains.
11520,3,"Reuters - The yen firmed against the dollar on\Friday, after dipping on a surprise rise in Japan's\unemployment rate, as investors grew cautious ahead of U.S.\growth data and a speech by the Federal Reserve chief."
11521,1,"U.S. troops' pinpoint fire and munitions restrictions have ensured that Najaf's Imam Ali shrine remains all but unscathed. But the core of the city around it, dear to millions of Shiite Muslims, has been mauled by combat."
11522,1,Bush administration officials denied any role Thursday in the pardon of four Cuban exiles by Panama. Three of the exiles -- convicted in a plot to assassinate Fidel Castro -- were immediately flown to Miami.
11523,3,"Canadian control of Banknorth Group Inc. is likely to be good for consumers on this side of the border, an analyst said yesterday after confirmation that TD Bank Financial Group is to become majority shareholder in Banknorth Group Inc."
11524,3,"It #39;s barely a year since Krispy Kreme Doughnuts came to the Hub, vowing to glaze the town. But last night Chief Executive Scott Livengood was instead eating liberal helpings of fresh-baked"
11525,3,"Vodafone, which has some 330,000 customers in Queensland or about 10 of the state #39;s mobile market, hopes the promotion will add 150,000 new customers or nearly 1 of Australia #39;s 16 million mobile telephone users."
11526,3,"Vivendi Universal SA, owner of the world #39;s largest record company, said the French Government approved a change to its tax status allowing the company to save"
11527,4,"TALLAHASSEE - Long considered of negligible impact, US recreational fishers may be responsible for landing nearly 25 percent of overfished salt water species, a Florida State University study released Thursday suggests."
11528,4,"The trade group representing the US music industry has filed a new round of lawsuits against 744 people it alleges used online file-sharing networks to illegally trade in copyrighted materials, it said on Wednesday."
11529,2,Reigning synchronized 3m springboard Olympic champion Guo Jingjing breezed to the individual title for her second Olympic gold here Thursday in the diving pool.
11530,2,"It #39;s no F1 secret, but Spa-Francorchamps - not far from Michael Schumacher #39;s German birthplace - is his favourite track. Ferrari #39;s champion won last time out in Belgium (2002) and will probably wrap-up title number seven in the Ardennes on Sunday."
11531,2,"Don #39;t mention the NHL #39;s collective bargaining agreement in the Team Canada dressing room. The 26 players are polite when asked about the subject, but they #39;re not going to get into any heavy discussions regarding"
11532,2,"Hudson #39;s homer was 10th of the season...The Blue Jays are 31-32 as the host this season, while the Yankees are 36-30 as the visitor...Toronto starter David Bush worked the first 5 2/3 innings, allowing three runs on seven hits."
11533,1,"Iraqi militants have killed the abducted Italian journalist, Enzo Baldoni, after his country refused to withdraw its troops from the war torn country, Arabic television channel Al Jazeera reports."
11534,1,A man accused of being the chief propagandist for Osama bin Laden admitted yesterday at a military trial that he was a member of the al-Qaida terrorist 
11535,1,"London - British Police arrested radical cleric Abu Hamza al-Masri on suspicion of terrorism links Thursday, a move suggesting that Britain intends to charge him, which could delay US attempts to extradite him."
11536,3,Hewlett-Packard Co. HPQ.N on Friday will unveil a range of products including its version of the iPod digital music player that raises the stakes in a war between 
11537,3,"The California Supreme Court on Thursday reinstated a class-action lawsuit by as many as 1, 400 Sav-on Drug Stores managers and assistant managers who claim they"
11538,3,"Arnold Schwarzenegger, the actor-turned-governor, is seeking to maximise revenue in the cash-strapped state of California to keep his pledge of no new taxes."
11539,2,Colin Montgomerie enhanced his prospects of picking up a Ryder Cup wildcard with a sparkling 5-under par 67 in the first round of the German Open on Thursday.
11540,2,"SPA-FRANCORCHAMPS, Belgium - Michael Schumacher is back at his favorite race, looking to claim a title demoralized opponents conceded to him months ago: an unprecedented seventh Formula One drivers championship."
11541,2,The NHL #39;s chief legal officer blasted the players #39; association yesterday for turning the last two days of contract negotiations in Ottawa into a  quot;charade quot; as the sides try to reach a labor agreement with a Sept.
11542,1,"The National Islamic Front, the ruling Khartoum cabal that overthrew the elected leadership in 1989, has carried out a policy of genocide against Sudans African peoples since the early 1990s."
11543,1,"AP - A bomb exploded in front of a beauty salon in Colombia's capital Thursday night as a police car drove by, killing two officers and wounding two other people, authorities said."
11544,3,The student loan industry is collecting a record amount of the old subsidies Congress thought it had retired.
11545,4," SAN FRANCISCO (Reuters) - Hewlett-Packard Co. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=HPQ.N qtype=sym infotype=info qcat=news""&gt;HPQ.N&lt;/A&gt; on  Friday will unveil a range of products including its version of  the iPod digital music player that raises the stakes in a war  between PC and electronics makers for a spot in increasingly  digitized living rooms."
11546,4,"Cheap servers and expensive ones are looking fit, says IDC, but midrange models need to hit the StairMaster."
11547,3,"A San Francisco law firm filed an antitrust lawsuit Thursday in state court against 15 of the biggest drugmakers, alleging they have conspired to charge  quot;artificially higher prices"
11548,4,"A German man, whose jaw was removed because of cancer, has been able to eat his first solid meal in nine years thanks to a replacement jawbone which was incubated in a muscle on his back."
11549,2,"A disruptive Greek chorus of whistles, chanting, and catcalls could not derail a crowd-silencing American sweep in the men #39;s 200-meter dash at the Olympic Games last night."
11550,2,"Olympics 2004 Athens  gt; Athens, Aug 26 : Chu Mu Yen Thursday collected the second Olympic gold for Chinese Taipei in the men #39;s 58-kg taekwondo final, minutes after Chen Shih Hsin had won the historic gold in the women #39;s 49-kg, reports Xinhua."
11551,2,"OTTAWA (Ticker) -- While the dialogue at the latest NHL labor meeting Thursday resulted in little progress on a new collective bargaining agreement, it did generate harsh words from a league official."
